epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,4356.28,0.44345,0.3119,0.83729,0.98275,0.98764,0.995,0.85086,0.56596,0.32966,0.79635,0.00065944,0.00065944,0.00065944
174,4382.47,0.44604,0.3262,0.83108,0.98524,0.98909,0.995,0.83671,0.60324,0.33701,0.81196,0.00065746,0.00065746,0.00065746
175,4407.77,0.44793,0.31952,0.84251,0.98641,0.98892,0.995,0.83835,0.59546,0.33729,0.80998,0.00065548,0.00065548,0.00065548
176,4433.09,0.45615,0.3309,0.83229,0.9797,0.99445,0.995,0.84015,0.59143,0.33454,0.80632,0.0006535,0.0006535,0.0006535
177,4457.99,0.469,0.33468,0.84904,0.98071,0.99759,0.995,0.8432,0.58163,0.32741,0.80528,0.00065152,0.00065152,0.00065152
178,4483.8,0.43452,0.31987,0.83149,0.97563,1,0.995,0.84666,0.55282,0.31498,0.7995,0.00064954,0.00064954,0.00064954
179,4508.07,0.42842,0.31153,0.82708,0.97993,1,0.995,0.84673,0.54262,0.31008,0.79729,0.00064756,0.00064756,0.00064756
180,4533.69,0.43936,0.31101,0.83457,0.9863,0.99759,0.995,0.86746,0.52369,0.31034,0.79214,0.00064558,0.00064558,0.00064558
181,4561.04,0.44304,0.32207,0.82965,0.98392,0.98818,0.995,0.86505,0.53565,0.31823,0.79379,0.0006436,0.0006436,0.0006436
182,4586.75,0.4457,0.32241,0.84049,0.97262,0.99054,0.995,0.84446,0.54947,0.3242,0.79852,0.00064162,0.00064162,0.00064162
183,4612.99,0.45094,0.3167,0.84481,0.96894,0.99194,0.995,0.84428,0.55515,0.33025,0.79873,0.00063964,0.00063964,0.00063964
184,4638.63,0.42695,0.31082,0.84056,0.97261,0.9959,0.995,0.86306,0.54094,0.31735,0.79429,0.00063766,0.00063766,0.00063766
185,4665.54,0.42857,0.30743,0.83486,0.97706,0.99668,0.995,0.86972,0.53486,0.30395,0.79263,0.00063568,0.00063568,0.00063568
186,4691.57,0.43347,0.31301,0.82781,0.98716,0.99767,0.995,0.85944,0.52946,0.29521,0.79253,0.0006337,0.0006337,0.0006337
187,4717.77,0.42972,0.31138,0.84621,0.98886,1,0.995,0.85359,0.52835,0.30399,0.79209,0.00063172,0.00063172,0.00063172
188,4743.82,0.43881,0.3178,0.83887,0.98224,1,0.995,0.85135,0.52245,0.3204,0.78564,0.00062974,0.00062974,0.00062974
189,4770.38,0.40984,0.30279,0.82144,0.9787,1,0.995,0.84801,0.51934,0.32388,0.78443,0.00062776,0.00062776,0.00062776
190,4796.58,0.44382,0.31555,0.83734,0.97421,1,0.995,0.86483,0.51016,0.31275,0.78489,0.00062578,0.00062578,0.00062578
191,4822.25,0.44635,0.31277,0.83633,0.97595,0.99657,0.995,0.8688,0.49644,0.31519,0.78407,0.0006238,0.0006238,0.0006238
192,4849.54,0.41881,0.30558,0.82404,0.97944,0.99605,0.995,0.86587,0.5178,0.31132,0.7882,0.00062182,0.00062182,0.00062182
193,4875.77,0.44078,0.31561,0.82833,0.98216,0.99773,0.995,0.85728,0.52244,0.3046,0.78973,0.00061984,0.00061984,0.00061984
194,4905.77,0.42461,0.30324,0.83887,0.98466,1,0.995,0.85306,0.54141,0.30665,0.79512,0.00061786,0.00061786,0.00061786
195,4932.07,0.44317,0.31494,0.84045,0.98327,1,0.995,0.85388,0.54059,0.30182,0.79276,0.00061588,0.00061588,0.00061588
196,4957.63,0.41125,0.29742,0.82465,0.98005,0.99457,0.995,0.85494,0.55968,0.30078,0.79362,0.0006139,0.0006139,0.0006139
197,4984.1,0.41842,0.29454,0.82866,0.9814,0.98072,0.995,0.84319,0.56003,0.31239,0.79475,0.00061192,0.00061192,0.00061192
198,5009.65,0.45835,0.30907,0.84726,0.97605,0.99439,0.995,0.83931,0.55698,0.3225,0.79444,0.00060994,0.00060994,0.00060994
199,5036.14,0.41353,0.29188,0.82596,0.98345,0.99592,0.995,0.84501,0.54588,0.3151,0.79029,0.00060796,0.00060796,0.00060796
200,5061.99,0.41524,0.29322,0.82292,0.98882,1,0.995,0.85336,0.54396,0.31607,0.78776,0.00060598,0.00060598,0.00060598
201,5087.59,0.41281,0.29587,0.82699,0.99019,1,0.995,0.85492,0.52886,0.30953,0.78818,0.000604,0.000604,0.000604
202,5113.59,0.41603,0.29295,0.81738,0.98609,1,0.995,0.84807,0.53805,0.3117,0.79108,0.00060202,0.00060202,0.00060202
203,5138.09,0.41788,0.30386,0.82578,0.9838,0.99703,0.995,0.85475,0.53975,0.31193,0.79139,0.00060004,0.00060004,0.00060004
204,5162.32,0.42376,0.31026,0.83747,0.98551,1,0.995,0.84554,0.54452,0.31092,0.79356,0.00059806,0.00059806,0.00059806
205,5188.04,0.42363,0.29843,0.83609,0.98581,1,0.995,0.84471,0.54982,0.31217,0.79532,0.00059608,0.00059608,0.00059608
206,5215.11,0.41316,0.29287,0.82392,0.98587,0.99689,0.995,0.84513,0.53504,0.30713,0.7917,0.0005941,0.0005941,0.0005941
207,5240.46,0.40777,0.29942,0.83654,0.98318,0.99674,0.995,0.83642,0.53447,0.30104,0.79091,0.00059212,0.00059212,0.00059212
208,5265.46,0.41553,0.2922,0.83878,0.98383,1,0.995,0.84732,0.52081,0.30331,0.78966,0.00059014,0.00059014,0.00059014
209,5291.09,0.41147,0.3027,0.83324,0.98574,1,0.995,0.85406,0.52361,0.29197,0.78952,0.00058816,0.00058816,0.00058816
210,5317.47,0.41725,0.29772,0.83852,0.98646,1,0.995,0.85518,0.53091,0.30398,0.78999,0.00058618,0.00058618,0.00058618
211,5342.84,0.41981,0.29447,0.8214,0.9881,1,0.995,0.84755,0.53354,0.30979,0.79107,0.0005842,0.0005842,0.0005842
212,5369.16,0.42999,0.29616,0.83871,0.98611,1,0.995,0.85505,0.53387,0.29947,0.7902,0.00058222,0.00058222,0.00058222
213,5395,0.41834,0.30163,0.83112,0.98208,1,0.995,0.85594,0.54395,0.30302,0.79055,0.00058024,0.00058024,0.00058024
214,5420.96,0.42917,0.30044,0.83497,0.98358,0.99519,0.995,0.84916,0.54514,0.30141,0.78866,0.00057826,0.00057826,0.00057826
215,5446.96,0.40061,0.29015,0.81701,0.98593,0.99617,0.995,0.84859,0.53358,0.29763,0.7878,0.00057628,0.00057628,0.00057628
216,5472.51,0.42491,0.30589,0.83596,0.98315,1,0.995,0.86234,0.51928,0.30317,0.78853,0.0005743,0.0005743,0.0005743
217,5498.2,0.39548,0.28734,0.82836,0.97878,1,0.995,0.86379,0.51153,0.29836,0.7893,0.00057232,0.00057232,0.00057232
218,5523.65,0.41192,0.30026,0.83535,0.9796,0.9965,0.995,0.85926,0.52299,0.30568,0.78931,0.00057034,0.00057034,0.00057034
219,5553.33,0.40915,0.30122,0.80973,0.98404,1,0.995,0.8609,0.51487,0.30056,0.78805,0.00056836,0.00056836,0.00056836
220,5579.57,0.41606,0.29796,0.83082,0.99038,1,0.995,0.85765,0.51965,0.30445,0.79006,0.00056638,0.00056638,0.00056638
221,5605.57,0.4292,0.30683,0.84799,0.99055,1,0.995,0.85104,0.53131,0.30686,0.79069,0.0005644,0.0005644,0.0005644
222,5631.02,0.4129,0.29293,0.8341,0.98845,1,0.995,0.85243,0.54323,0.29971,0.79309,0.00056242,0.00056242,0.00056242
223,5654.78,0.42281,0.29778,0.83492,0.98549,1,0.995,0.84796,0.54583,0.29753,0.79407,0.00056044,0.00056044,0.00056044
224,5678.59,0.40063,0.29046,0.82354,0.99019,1,0.995,0.85472,0.53527,0.30133,0.79475,0.00055846,0.00055846,0.00055846
225,5702.37,0.42235,0.28183,0.82495,0.98684,1,0.995,0.85542,0.53997,0.30202,0.79525,0.00055648,0.00055648,0.00055648
226,5726.36,0.39945,0.28095,0.82221,0.98099,1,0.995,0.84918,0.52464,0.2916,0.79331,0.0005545,0.0005545,0.0005545
227,5750.18,0.40068,0.28313,0.83726,0.98023,1,0.995,0.84903,0.52606,0.29091,0.79013,0.00055252,0.00055252,0.00055252
228,5774.01,0.40059,0.2821,0.81644,0.98498,1,0.995,0.83778,0.56105,0.31026,0.78936,0.00055054,0.00055054,0.00055054
229,5797.75,0.40819,0.29004,0.83116,0.98698,1,0.995,0.85096,0.55397,0.30349,0.78872,0.00054856,0.00054856,0.00054856
230,5821.55,0.43284,0.2931,0.83648,0.99101,1,0.995,0.85616,0.52838,0.29322,0.79035,0.00054658,0.00054658,0.00054658
231,5845.55,0.41618,0.29396,0.82679,0.98905,0.99618,0.995,0.86823,0.51701,0.28612,0.78877,0.0005446,0.0005446,0.0005446
232,5869.52,0.40077,0.28054,0.82394,0.97769,0.99443,0.995,0.85994,0.52361,0.27819,0.78696,0.00054262,0.00054262,0.00054262
233,5893.31,0.41866,0.29997,0.82797,0.97788,0.9941,0.995,0.86443,0.523,0.27977,0.7867,0.00054064,0.00054064,0.00054064
234,5917.34,0.42207,0.30083,0.83392,0.98327,0.99635,0.995,0.86698,0.52035,0.2903,0.78698,0.00053866,0.00053866,0.00053866
235,5941.15,0.40605,0.28748,0.82327,0.98328,0.99995,0.995,0.86563,0.5194,0.284,0.78727,0.00053668,0.00053668,0.00053668
236,5965.03,0.40629,0.28901,0.82776,0.98334,0.99803,0.995,0.85487,0.53262,0.29041,0.78952,0.0005347,0.0005347,0.0005347
237,5988.78,0.4116,0.28096,0.82524,0.98405,0.99995,0.995,0.84708,0.5267,0.29059,0.78823,0.00053272,0.00053272,0.00053272
238,6012.62,0.40641,0.28059,0.81749,0.98223,0.99304,0.995,0.85282,0.52367,0.28712,0.79065,0.00053074,0.00053074,0.00053074
239,6036.37,0.39542,0.27212,0.82719,0.98405,0.98703,0.995,0.85279,0.52094,0.28515,0.79057,0.00052876,0.00052876,0.00052876
240,6060.18,0.39322,0.27216,0.81721,0.98342,0.98736,0.995,0.85061,0.52472,0.27973,0.78868,0.00052678,0.00052678,0.00052678
241,6083.89,0.39482,0.27694,0.82485,0.98711,0.98882,0.995,0.87025,0.50941,0.27871,0.7867,0.0005248,0.0005248,0.0005248
242,6107.83,0.39934,0.28847,0.81959,0.98764,0.99927,0.995,0.86502,0.50683,0.28853,0.7879,0.00052282,0.00052282,0.00052282
243,6131.66,0.41073,0.27952,0.83789,0.98619,1,0.995,0.8552,0.51554,0.28521,0.79002,0.00052084,0.00052084,0.00052084
244,6155.51,0.39894,0.2789,0.83751,0.9856,1,0.995,0.86025,0.52563,0.29217,0.79028,0.00051886,0.00051886,0.00051886
245,6179.31,0.41047,0.28061,0.83092,0.98527,1,0.995,0.86478,0.523,0.28812,0.78958,0.00051688,0.00051688,0.00051688
246,6203.13,0.3996,0.27986,0.81086,0.98463,0.99523,0.995,0.85066,0.5229,0.28115,0.79307,0.0005149,0.0005149,0.0005149
247,6226.95,0.40078,0.27497,0.83304,0.98613,0.99245,0.995,0.84104,0.52492,0.28238,0.79379,0.00051292,0.00051292,0.00051292
248,6251.02,0.39547,0.27924,0.82921,0.98838,0.98916,0.995,0.84367,0.52596,0.28839,0.79249,0.00051094,0.00051094,0.00051094
249,6274.87,0.39279,0.2706,0.8065,0.98765,0.99263,0.995,0.85515,0.5273,0.28682,0.79188,0.00050896,0.00050896,0.00050896
